,Ticker,Name,Exchange,output
2058,NPI,Nuveen Premium Fund,NYSE,Nuveen Premium Fund (NPI)
2059,NPK,National Presto Industries,NYSE,National Presto Industries (NPK)
2060,NPM,Nuveen Premium Fund II,NYSE,Nuveen Premium Fund II (NPM)
2061,NPO,Enpro Industries,NYSE,Enpro Industries (NPO)
2062,NPP,Nuveen Performance Plus Fund,NYSE,Nuveen Performance Plus Fund (NPP)
2063,NPT,Nuveen Premium Fund IV,NYSE,Nuveen Premium Fund IV (NPT)
2064,NPTN,Neophotonics Corp.,NYSE,Neophotonics Corp. (NPTN)
2065,NPV,Nuveen Virginia Premium Fund,NYSE,Nuveen Virginia Premium Fund (NPV)
2066,NPV-A,Nuveen Virginia Premium Income,NYSE,Nuveen Virginia Premium Income (NPV-A)
2067,NPV-C,Nuveen Virginia Premium Income,NYSE,Nuveen Virginia Premium Income (NPV-C)
2068,NPV-D,Nuveen Virginia Premium Income,NYSE,Nuveen Virginia Premium Income (NPV-D)
2069,NPV-E,Nuveen Virginia Premium Income,NYSE,Nuveen Virginia Premium Income (NPV-E)
2070,NPY,Nuveen Pennsylvania Premium Fund II,NYSE,Nuveen Pennsylvania Premium Fund II (NPY)
2071,NQ,Netqin Mobile Inc.,NYSE,Netqin Mobile Inc. (NQ)
2072,NQC,Nuveen California Investment,NYSE,Nuveen California Investment (NQC)
2073,NQI,Nuveen Insured Quality Fund,NYSE,Nuveen Insured Quality Fund (NQI)
2074,NQJ,Nuveen New Jersey Investment,NYSE,Nuveen New Jersey Investment (NQJ)
2075,NQM,Nuveen Investment Quality Fund,NYSE,Nuveen Investment Quality Fund (NQM)
2076,NQP,Nuveen Pennsylvania Investment,NYSE,Nuveen Pennsylvania Investment (NQP)
2077,NQS,Nuveen Quality Fund,NYSE,Nuveen Quality Fund (NQS)
2078,NQU,Nuveen Quality,NYSE,Nuveen Quality (NQU)
2079,NR,Newpark Resources,NYSE,Newpark Resources (NR)
2080,NRF,Northstar Realty Finance,NYSE,Northstar Realty Finance (NRF)
2081,NRF-A,Northstar Realty Pfd,NYSE,Northstar Realty Pfd (NRF-A)
2082,NRF-B,Northstar Rlty Ser B,NYSE,Northstar Rlty Ser B (NRF-B)
2083,NRF-C,Northstar Realty Finance Corp.,NYSE,Northstar Realty Finance Corp. (NRF-C)
2084,NRF-D,Northstar Realty Finance Corp.,NYSE,Northstar Realty Finance Corp. (NRF-D)
2085,NRG,Nrg Energy,NYSE,Nrg Energy (NRG)
2086,NRGM,Inergy Midstream L.P.,NYSE,Inergy Midstream L.P. (NRGM)
2087,NRGY,Inergy L.P.,NYSE,Inergy L.P. (NRGY)
2088,NRK-C,Nuveen Insured New York Tax-Fre,NYSE,Nuveen Insured New York Tax-Fre (NRK-C)
2089,NRP,Natural Resource Partners Lp,NYSE,Natural Resource Partners Lp (NRP)
2090,NRT,North European Oil Royality Trust,NYSE,North European Oil Royality Trust (NRT)
2091,NRZ,New Residential Investment Corp,NYSE,New Residential Investment Corp (NRZ)
2092,NS,Nustar Energy L.P.,NYSE,Nustar Energy L.P. (NS)
2093,NSC,Norfolk Souther Corp.,NYSE,Norfolk Souther Corp. (NSC)
2094,NSH,Nustar Gp Holdings Llc,NYSE,Nustar Gp Holdings Llc (NSH)
2095,NSL,Nuveen Senior,NYSE,Nuveen Senior (NSL)
2096,NSLP,New Source Energy Partners L.P,NYSE,New Source Energy Partners L.P (NSLP)
2097,NSM,Nationstar Mortgage Holdngs I,NYSE,Nationstar Mortgage Holdngs I (NSM)
2098,NSP,Insperity Inc,NYSE,Insperity Inc (NSP)
2099,NSR,Neustar,NYSE,Neustar (NSR)
2100,NSS,Nustar Logistics L.P.,NYSE,Nustar Logistics L.P. (NSS)
2101,NTC,Nuveen Connecticut Premium Fund,NYSE,Nuveen Connecticut Premium Fund (NTC)
2102,NTC-C,Nuveen Conn Prem Inc,NYSE,Nuveen Conn Prem Inc (NTC-C)
2103,NTC-D,Nuveen Connecticut Premium Inc,NYSE,Nuveen Connecticut Premium Inc (NTC-D)
2104,NTC-E,Nuveen Connecticut Premium Inc,NYSE,Nuveen Connecticut Premium Inc (NTC-E)
2105,NTC-F,Nuveen Ct Premium Income Muni,NYSE,Nuveen Ct Premium Income Muni (NTC-F)
2106,NTC-G,Nuveen Ct Premium Income Muni,NYSE,Nuveen Ct Premium Income Muni (NTC-G)
2107,NTE,Nam Tai Electronics,NYSE,Nam Tai Electronics (NTE)
2108,NTG,Tortoise MLP Fund,NYSE,Tortoise MLP Fund (NTG)
2109,NTI,Northern Tier Energy Lp,NYSE,Northern Tier Energy Lp (NTI)
2110,NTL,Nortel Inversora Sa ADR,NYSE,Nortel Inversora Sa ADR (NTL)
2111,NTT,Nippon Telegraph And Telephone Corp.,NYSE,Nippon Telegraph And Telephone Corp. (NTT)
2112,NTX,Nuveen Texas Quality,NYSE,Nuveen Texas Quality (NTX)
2113,NTX-C,Nuveen Texas Quality Income Mu,NYSE,Nuveen Texas Quality Income Mu (NTX-C)
2114,NTZ,Natuzzi S.P.A.,NYSE,Natuzzi S.P.A. (NTZ)
2115,NU,Northeast Utilities,NYSE,Northeast Utilities (NU)
2116,NUC,Nuveen California Quality,NYSE,Nuveen California Quality (NUC)
2117,NUE,Nucor Corp.,NYSE,Nucor Corp. (NUE)
2118,NUJ-C,Nuveen New Jersey Dividend Adv,NYSE,Nuveen New Jersey Dividend Adv (NUJ-C)
2119,NUM,Nuveen Michigan Quality,NYSE,Nuveen Michigan Quality (NUM)
2120,NUO,Nuveen Ohio Quality,NYSE,Nuveen Ohio Quality (NUO)
2121,NUO-C,Nuveen Ohio Quality Income Muni,NYSE,Nuveen Ohio Quality Income Muni (NUO-C)
2122,NUS,Nu Skin Enterprises,NYSE,Nu Skin Enterprises (NUS)
2123,NUV,Nuveen Muni Value Fund,NYSE,Nuveen Muni Value Fund (NUV)
2124,NUW,Nuveen Muni Value Fund,NYSE,Nuveen Muni Value Fund (NUW)
2125,NVC,Nuveen California Quality Fund,NYSE,Nuveen California Quality Fund (NVC)
2126,NVE,Nv Energy Inc,NYSE,Nv Energy Inc (NVE)
2127,NVG-C,Nuveen Insd Divid Ad,NYSE,Nuveen Insd Divid Ad (NVG-C)
2128,NVO,Novo Nordisk A/S,NYSE,Novo Nordisk A/S (NVO)
2129,NVR,Nvr,NYSE,Nvr (NVR)
2130,NVS,Novartis Ag,NYSE,Novartis Ag (NVS)
2131,NVX-A,Nuveen California Dividend Adva,NYSE,Nuveen California Dividend Adva (NVX-A)
2132,NVX-C,Nuveen California Dividend Adv,NYSE,Nuveen California Dividend Adv (NVX-C)
2133,NVY-C,Nuveen Pennsylvania Dividend A,NYSE,Nuveen Pennsylvania Dividend A (NVY-C)
2134,NW-C,Natl Wstmst Ads 19C3,NYSE,Natl Wstmst Ads 19C3 (NW-C)
2135,NWE,Northwestern Corp.,NYSE,Northwestern Corp. (NWE)
2136,NWL,Newell Rubbermaid Inc.,NYSE,Newell Rubbermaid Inc. (NWL)
2137,NWN,Northwest Natural Gas Company,NYSE,Northwest Natural Gas Company (NWN)
2138,NWY,New York & Company,NYSE,New York & Company (NWY)
2139,NX,Quanex Building Products Corp.,NYSE,Quanex Building Products Corp. (NX)
2140,NXC,Nuveen California Tax-Free Income,NYSE,Nuveen California Tax-Free Income (NXC)
2141,NXJ-A,Nuveen New Jersey Dividend Adva,NYSE,Nuveen New Jersey Dividend Adva (NXJ-A)
2142,NXK-C,Nuveen New York Dividend Advant,NYSE,Nuveen New York Dividend Advant (NXK-C)
2143,NXM-C,Nuveen Pennsylvania Dividend A,NYSE,Nuveen Pennsylvania Dividend A (NXM-C)
2144,NXN,Nuveen Insured New York Tax-Free,NYSE,Nuveen Insured New York Tax-Free (NXN)
2145,NXP,Nuveen Tax Free Income Portfolio,NYSE,Nuveen Tax Free Income Portfolio (NXP)
2146,NXQ,Nuveen Tax Free Income Portfolio II,NYSE,Nuveen Tax Free Income Portfolio II (NXQ)
2147,NXR,Nuveen Tax Free Income Portfolio III,NYSE,Nuveen Tax Free Income Portfolio III (NXR)
2148,NYCB,New York Community Bancorp,NYSE,New York Community Bancorp (NYCB)
2149,NYLD,Nrg Yield Inc.,NYSE,Nrg Yield Inc. (NYLD)
2150,NYT,New York Times Company,NYSE,New York Times Company (NYT)
2151,NYX,NYSE Euronext,NYSE,NYSE Euronext (NYX)
2152,NZF-C,Nuveen Dividend Advantage Muni,NYSE,Nuveen Dividend Advantage Muni (NZF-C)
2153,NZH-A,Nuveen California Dividend Adva,NYSE,Nuveen California Dividend Adva (NZH-A)
2154,NZH-B,Nuveen California Dividend Adv,NYSE,Nuveen California Dividend Adv (NZH-B)
2155,NZH-C,Nuveen CA Div Advantage Muni F,NYSE,Nuveen CA Div Advantage Muni F (NZH-C)
2156,O,Realty Income Corp.,NYSE,Realty Income Corp. (O)
2157,O-E,Realty Income Pfd E,NYSE,Realty Income Pfd E (O-E)
2158,O-F,Realty Income Corporation,NYSE,Realty Income Corporation (O-F)
2159,OAK,Oaktree Capital Group Llc,NYSE,Oaktree Capital Group Llc (OAK)
2160,OAKS,Five Oaks Investment Corp,NYSE,Five Oaks Investment Corp (OAKS)
2161,OAS,Oasis Petroleum Inc.,NYSE,Oasis Petroleum Inc. (OAS)
2162,OB,Onebeacon Insurance Group,NYSE,Onebeacon Insurance Group (OB)
2163,OC,Owens Corning Inc,NYSE,Owens Corning Inc (OC)
2164,OC.B,Owens Corning,NYSE,Owens Corning (OC.B)
2165,OCN,Ocwen Financial Corp.,NYSE,Ocwen Financial Corp. (OCN)
2166,OCR,Omnicare,NYSE,Omnicare (OCR)
2167,OCR-A,Omnicare Cap TR 1,NYSE,Omnicare Cap TR 1 (OCR-A)
2168,OCR-B,Omnicare Cap TR II,NYSE,Omnicare Cap TR II (OCR-B)
2169,ODC,Oil-Dri Corporation Of America,NYSE,Oil-Dri Corporation Of America (ODC)
2170,ODP,Office Depot,NYSE,Office Depot (ODP)
2171,OEH,Orient-Express Hotels,NYSE,Orient-Express Hotels (OEH)
2172,OFC,Corporate Office Properties,NYSE,Corporate Office Properties (OFC)
2173,OFC-H,Corp Off Pptys Pfd H,NYSE,Corp Off Pptys Pfd H (OFC-H)
2174,OFC-L,Corp Office Properties Trust,NYSE,Corp Office Properties Trust (OFC-L)
2175,OFG,Oriental Financial Group,NYSE,Oriental Financial Group (OFG)
2176,OFG-A,Oriental Fin Mips A,NYSE,Oriental Fin Mips A (OFG-A)
2177,OFG-B,Oriental Finl Pfd B,NYSE,Oriental Finl Pfd B (OFG-B)
2178,OFG-D,Oriental Financial Group Inc.,NYSE,Oriental Financial Group Inc. (OFG-D)
2179,OGE,Oge Energy Corp.,NYSE,Oge Energy Corp. (OGE)
2180,OHI,Omega Healthcare Investors,NYSE,Omega Healthcare Investors (OHI)
2181,OI,Owens-Illinois,NYSE,Owens-Illinois (OI)
2182,OIA,Invesco Muni Income Trust,NYSE,Invesco Muni Income Trust (OIA)
2183,OIB.C,Oi Sa,NYSE,Oi Sa (OIB.C)
2184,OIBR,Oi S.A. Ads,NYSE,Oi S.A. Ads (OIBR)
2185,OII,Oceaneering International,NYSE,Oceaneering International (OII)
2186,OILT,Oiltanking Partners L.P.,NYSE,Oiltanking Partners L.P. (OILT)
2187,OIS,Oil States International,NYSE,Oil States International (OIS)
2188,OKE,Oneok,NYSE,Oneok (OKE)
2189,OKS,Oneok Partners L.P.,NYSE,Oneok Partners L.P. (OKS)
2190,OLN,Olin Corp.,NYSE,Olin Corp. (OLN)
2191,OLP,One Liberty Properties,NYSE,One Liberty Properties (OLP)
2192,OMC,Omnicom Group Inc.,NYSE,Omnicom Group Inc. (OMC)
2193,OME,Omega Protein Corp.,NYSE,Omega Protein Corp. (OME)
2194,OMG,Om Group,NYSE,Om Group (OMG)
2195,OMI,Owens & Minor,NYSE,Owens & Minor (OMI)
2196,OMN,Omnova Solutions Inc.,NYSE,Omnova Solutions Inc. (OMN)
2197,OMX,Officemax Inc.,NYSE,Officemax Inc. (OMX)
2198,ONB,Old National Bancorp Capital,NYSE,Old National Bancorp Capital (ONB)
2199,ONE,Higher One Holdings,NYSE,Higher One Holdings (ONE)
2200,OPK,Opko Health Inc,NYSE,Opko Health Inc (OPK)
